,id,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
4330,40380003,carrefour,43.7104,-0.8344,40380,520 avenue Jean Jaurès,Montfort-en-Chalosse,R
4335,40400004,carrefour,43.828,-0.805,40400,le claous,TARTAS,R
4337,40410002,carrefour,44.304,-0.777,40410,Route de Mont-de-Marsan,PISSOS,R
4345,40500001,carrefour,43.749,-0.564,40500,15 bis avenue du Tursan,SAINT-SEVER,R
4350,40550001,carrefour,43.8867,-1.29501,40550,Route des Lacs,LéON,R
4360,40700004,carrefour,43.657,-0.58,40700,Avenue du Tursan,Hagetmau,R
4361,40800002,carrefour,43.73203,-0.26679,40800,route de tarbes,Aire-sur-l'Adour,R
4373,41000020,carrefour,47.59557563159,1.3010717505701,41000,1 rue Duguay Trouin,Blois,R
4375,41000022,carrefour,47.58142578404,1.2993805014435,41000,1 rue de la Quinière,Blois,R
4377,41100003,carrefour,47.805,1.071,41100,ROUTE NATIONAL 10,Vendôme,R
4386,41160001,carrefour,47.91,1.232,41160,za la varenne,Morée,R
4389,41200001,carrefour,47.36,1.761,41200,ZAC DE PLAISANCE,ROMORANTIN-LANTHENAY,R
4396,41210000,carrefour,47.525,1.813,41210,Lieu-dit La Croûte,Neung-sur-Beuvron,R
4402,41260001,carrefour,47.611,1.359,41260,1 route Nationale 152,LA CHAUSSéE-SAINT-VICTOR,R
4404,41300001,carrefour,47.424,2.053,41300,74 BD REPUBLIQUE,SALBRIS,R
4419,41400004,carrefour,47.318,1.186,41400,CENTRE COMMERCIAL MONTPARNASSE,FAVEROLLES-SUR-CHER,R
4423,41600001,carrefour,47.601,2.027,41600,20 RUE GAUGIRAN,LAMOTTE-BEUVRON,R
4446,42110001,carrefour,45.722,4.227,42110,ROUTE DE SAINT ETIENNE,Feurs,R
4452,42120001,carrefour,46.0137357475,4.09309733969,42120,LES PLAINES,LE COTEAU,R
4466,42153001,carrefour,46.041,4.038,42153,53 Rue Jules Faron,RIORGES,R
4481,42210001,carrefour,45.644,4.234,42210,114 Rue du Rival,MONTROND-LES-BAINS,R
4484,42220003,carrefour,45.306,4.55,42220,ZA LES RIVETS,Bourg-Argental,R
4486,42220006,carrefour,45.298,4.574,42220,"8, allée les Rivets",Bourg-Argental,R
4490,42240001,carrefour,45.4,4.259,42240,10 RUE DE PRESIDENT KENNEDY,UNIEUX,R
4495,42290001,carrefour,45.481,4.444,42290,2 RUE DU MOULIN GILLIER,SORBIERS,R
4497,42300001,carrefour,46.03273,4.06744,42300,RUE ALEXANDRE RAFFIN,ROANNE,R
4505,42334001,carrefour,46.066,4.057,42334,Rue Jean de La Fontaine,MABLY,R
4506,42340001,carrefour,45.564,4.291,42340,12 avenue Henri PLANCHET,VEAUCHE,R
4509,42370003,carrefour,46.052742688023,3.9302313405276004,42370,2 Rue du Tacot,RENAISON,R
4519,42410004,carrefour,45.418,4.682,42410,ZAC NOTRE DAME,Pélussin,R
4521,42420001,carrefour,45.51,4.574,42420,RUE D'ASSAILLY,LORETTE,R
4522,42430001,carrefour,45.915,3.844,42430,160 rue du pont de combre,Saint-Just-en-Chevalet,R
4537,42500001,carrefour,45.39672290097,4.3235422642679,42500,5 RUE EMILE ZOLA,LE CHAMBON-FEUGEROLLES,R
4540,42510001,carrefour,45.82099,4.17891,42510,RUE DES GLACIERES,BALBIGNY,R
4544,42540002,carrefour,45.893264,4.23973,42540,110 AVENUE DES GRANGES BLANCHES,SAINT JUST LA PENDUE,R
4547,42600001,carrefour,45.601,4.061,42600,4 route de Feurs,Montbrison,R
4567,42800001,carrefour,45.52641,4.6085,42800, Rue Jean-Baptiste Berlier,RIVE-DE-GIER,R
4575,43100001,carrefour,45.311,3.375,43100,Route de Clermont,BRIOUDE,R
4583,43120001,carrefour,45.290704469999994,4.16960856,43120,rue jean martouret,MONISTROL-SUR-LOIRE,R
4589,43170003,carrefour,44.96351,3.5446,43170,rue louis amargier route de lahgeac,Saugues,R
4592,43190003,carrefour,45.108552970837,4.2958388576009,43190,44 Rue de Saint-Agrève,Tence,R
4600,43220001,carrefour,45.214,4.346,43220,Rue Traversière,Dunières,R
4604,43240001,carrefour,45.330450820699994,4.31906795317,43240,D 500,SAINT-JUST-MALMONT,R
4620,43600002,carrefour,45.24806,4.24106,43600, Lotissement la Chaud,SAINTE-SIGOLèNE,R
4629,44000001,carrefour,47.257,-1.513,44300,Route de PARIS,NANTES,R
4644,44118003,carrefour,47.09,-1.611,44118,78 Grand'Rue,La Chevrolière,R
4680,44220005,carrefour,47.21363,-1.72222,44220, Boulevard Paul Langevin,COUERON,R
4694,44272001,carrefour,47.206,-1.535,44200,RUE GAETAN RONDEAU,NANTES,R
4716,44350001,carrefour,47.291,-2.398,44350,ROUTE DE LA BAULE,GUERANDE,R
4732,44380001,carrefour,47.258,-2.318,44380,1 AVENUE DU HECQUEUX,PORNICHET,R
4736,44390004,carrefour,47.487,-1.24,44440,23 rue des chenes,Riaille,R
4749,44420003,carrefour,47.397,-2.462,44420,rue des artisans,MESQUER,R
4753,44450003,carrefour,47.248,-1.371,44450,Centre Commercial du Chêne - l'Aulnaie,SAINT-JULIEN-DE-CONCELLES,R
4784,44630002,carrefour,47.5425428,-1.8827017000000001,44630,11 bis rue charles perron,Plessé,R
4792,44720005,carrefour,47.386232393331,-2.2034903965863997,44720,PLACE DE LA COMMUNE DE PARIS,Saint-Joachim,R
4802,44802001,carrefour,47.222,-1.606,44800,Boulevard de la Baule,SAINT-HERBLAIN,R
4813,45100004,carrefour,47.888,1.894,45100,43/45 Avenue de Saint-Mesmin,ORLéANS,R
4820,45120008,carrefour,48.008,2.74,45120,17 Avenue du Général Leclerc,Châlette-sur-Loing,R
4825,45140005,carrefour,47.924,1.845,45140,RUE DU VAL D'ORLEANS,INGRé,R
4846,45210005,carrefour,48.093,2.802,45210,ROUTE DU BIGNON,FERRIèRES-EN-GâTINAIS,R
4850,45240001,carrefour,47.72163454,1.9443604804399999,45240,RUE DES PRES FLEURIS,LA FERTé-SAINT-AUBIN,R
4853,45250001,carrefour,47.6247314093,2.75059473298,45250,Route d'Ousson,BRIARE,R
4863,45300007,carrefour,48.161720599323,2.2576424704191997,45300,RUE DES PORTES DU GATINAIS,Dadonville,R
4871,45330002,carrefour,48.296,2.393,45330,35 rue du general patton,MALESHERBES,R
4879,45370002,carrefour,47.749091432002004,1.8132906066260999,45370,18 ZAC DE LA POTERIE RTE D'ORLEANS,JOUY LE POTIER,R
4882,45400001,carrefour,47.927,1.92,45400,CENTRE COMMERCIAL DE LAMBALLE,FLEURY-LES-AUBRAIS,R
4895,45450003,carrefour,47.923961799999994,2.1357139000000003,45450,69 rue de l'enfer,fay aux loges,R
4898,45480002,carrefour,48.161124593692996,2.0518201447943003,45480,13 RUE DE PITHIVIER,BAZOCHES LES GALLERANDES,R
4903,45500009,carrefour,47.689488971453,2.6437480210887,45500,CHEMIN DES ALLIX,Gien,R
4909,45560001,carrefour,47.88155,1.9523,45560,RUE DU CHALET,Saint-Denis-en-Val,R
4918,45700005,carrefour,47.991,2.706,45700,32 bis Avenue de la libération,Villemandeur,R
4921,45770001,carrefour,47.96,1.889,45770,2601 route nationnale 20,Saran,R
4925,45800003,carrefour,47.91129,1.97122,45800,RUE DE LA MAIRIE,SAINT-JEAN- DE-BRAYE,R
4928,46000001,carrefour,44.42,1.439,46000,Route de TOULOUSE,Cahors,R
4942,46100007,carrefour,44.607,2.024,46100,15 Avenue Président Georges Pompidou,FIGEAC,R
4943,46110001,carrefour,45.0,1.64,46110,Rue de Turenne,LES QUATRE ROUTES DU LOT,R
4948,46140003,carrefour,44.478,1.305,46140,Caunezil,Parnac,R
4959,46220002,carrefour,44.505,1.175,46220,ROUTE DE FUMEL,PRAYSSAC,R
4962,46230005,carrefour,44.343512136314,1.5414736828542,46230,231 ROUTE DE CAHORS,LALBENQUE,R
4984,46500002,carrefour,44.781,1.727,46500,1 Rue Louis Fajolles,GRAMAT,R
4991,46800002,carrefour,44.342,1.207,46800,Lieu-dit le moulin de Pleysse,Montcuq,R
4999,47120001,carrefour,44.68,0.192,47120,ROUTE DE SAINTE FOY LA GRANDE,DURAS,R
5012,47200008,carrefour,44.484,0.184,47200,Avenue Hubert Ruffe,MARMANDE,R
5040,47320003,carrefour,44.357,0.382,47320,Quai Gambetta,CLAIRAC,R
5043,47340001,carrefour,44.286,0.76,47340,1 rue BELJOUAN,LAROQUE TIMBAUT,R
5046,47390002,carrefour,44.122,0.658,47390,LIEU DIT LA TUILERIE,Layrac,R
5047,47390003,carrefour,44.124438433398,0.6582474509196601,47390,lieu dit la tuilerie,Layrac,R
5096,48140002,carrefour,44.856,3.332,48140,route de saugues,LE MALZIEU VILLE,R
5099,48190002,carrefour,44.490385115603004,3.7403792231,48190,Lou Claoux Le Bleymard,Mont Lozère et Goulet,R
5100,48190003,carrefour,44.490428422088,3.7403639676617,48190,quartier de la remise,LE BLEYMARD,R
5108,48300001,carrefour,44.7353,3.8584,48300,Quartier du Pont d'Allier,Langogne,R
5123,49000002,carrefour,47.468,-0.594,49000,RUE DU GRAND LAUNAY,ANGERS,R
5131,49003001,carrefour,47.489,-0.544,49100,3 Boulevard Gaston Ramon,ANGERS,R
5138,49110003,carrefour,47.267088063570995,-1.0249368373938,49110,LES 4 ROUTES,Saint-Pierre-Montlimart,R
5152,49140003,carrefour,47.569,-0.42,49140,11 Rue du Vieux Port,SOUCELLES,R
5161,49230002,carrefour,47.1552442,-1.2097638,49230,place saint maurice,Montfaucon,R
5164,49240003,carrefour,47.503893800361,-0.58604066482388,49240,30 Avenue Pierre Mendes France,Avrillé,R
5172,49300007,carrefour,47.075,-0.843,49300,avenue d angers,Cholet,R
5194,49400006,carrefour,47.231,-0.117,49400,ZAC DU CHAMP BLANCHARD RUE DE L'AVENIR,DISTRE,R
5216,49540002,carrefour,47.23,-0.438,49540,2 ROUTE DE VIHIERS,Martigné-Briand,R
5225,49630006,carrefour,47.47359769999999,-0.34490980000000004,49630,Corne - 11 rue de bellevue,LOIRE-AUTHION,R
5226,49650003,carrefour,47.293117300000006,0.0242089,49650,25 rue Albert Pottier,Allonnes,R
5234,50000001,carrefour,49.108,-1.071,50000,route de vire,Saint-Lô,R
5238,50000006,carrefour,49.16281,-1.12662,50000, Rue de la Gare,RAMPAN,R
5247,50110006,carrefour,49.65345914847799,-1.5493246887909,50110,2F Route de DENNEVILLE,DIGOSVILLE,R
5251,50140001,carrefour,48.655,-0.937,50140,Les 4 Vents,Mortain,R
5254,50160001,carrefour,49.046,-0.99,50160,Za de la Détourbe (D53),SAINT-AMAND,R
5258,50170005,carrefour,48.56,-1.509,50170,2 route du Mont Saint Michel,PONTORSON,R
5262,50190001,carrefour,49.189,-1.404,50190,Rue de Carentan,PéRIERS,R
5264,50200001,carrefour,49.0381580485,-1.44789571173,50200,Rue de la Planche Maurice,COUTANCES,R
5268,50200009,carrefour,49.05,-1.44,50200,17 RUE DE NORMANDIE,Coutances,R
5271,50220002,carrefour,48.617,-1.28,50220,59 Avenue Émile Dehousse,DUCEY,R
5280,50270002,carrefour,49.38496,-1.75198,50270,le pont rose,Barneville-Carteret,R
5284,50300001,carrefour,48.652858767159,-1.350030743481,50300,PARC D'ACTIVITE DE LA BAIE,Saint-Martin-des-Champs,R
5286,50300004,carrefour,48.68647,-1.36356,50300,RUE DU GENERAL DE GAULLE,AVRANCHES,R
5293,50330003,carrefour,49.66026,-1.4114,50330,RUE DES PAVILLONS,Saint-Pierre-Église,R
5299,50360003,carrefour,49.38107,-1.41538,50360,Rue de la Libération,Picauville,R
5310,50420002,carrefour,48.97,-1.059,50420,Chemin de la Minoterie,Tessy-sur-Vire,R
5323,50500004,carrefour,49.307,-1.253,50500,Chemin de Pommenauque,CARENTAN,R
5330,50550002,carrefour,49.589,-1.28,50550,1 rue marcel pignot,Saint-Vaast-la-Hougue,R
5331,50560001,carrefour,49.065,-1.595,50560,Chemin amour ZA les landelles,BLAINVILLE-SUR-MER,R
5333,50570002,carrefour,49.09916,-1.24241,50570,RUE DE LA CHAPONIERE,MARIGNY,R
5336,50590003,carrefour,48.988,-1.519,50590,3 rue du clos,Montmartin-sur-Mer,R
5337,50600002,carrefour,48.588,-1.087,50600,7 ZA la Rivière,PARIGNY,R
5343,50700001,carrefour,49.512,-1.478,50700,Boulevard Félix-Buhot,VALOGNES,R
5347,50710001,carrefour,49.199,-1.568,50710,113 RUE DU HAUT CHEMIN,CREANCES,R
5350,50760001,carrefour,49.666,-1.27,50760,132 RUE ST THOMAS,Barfleur,R
5358,51000001,carrefour,48.942,4.389,51000,avenue du président Roosevelt,CHâLONS-EN-CHAMPAGNE,R
5363,51067001,carrefour,49.26,4.063,51100,16 route de cernay,REIMS,R
5365,51100001,carrefour,49.25166,4.04689,51100,5 Avenue Georges Clemenceau,REIMS,R
5366,51100002,carrefour,49.26584,4.0395,51100,47 Rue Gosset,Reims,R
5368,51100029,carrefour,49.27198,4.02634,51100,31 Rue de Neufchâtel,Reims,R
5384,51110004,carrefour,49.363390483098996,4.168199800908599,51110,46 rue jean Jaurès,Bazancourt,R
5388,51130001,carrefour,48.899,4.006,51130,AVENUE DU GENERAL DE GAULLE,VERTUS,R
5393,51170001,carrefour,49.309610628899996,3.68670452849,51170,RUE DE LA GARE,FISMES,R
5397,51200001,carrefour,49.049,3.963,51200,13 Quai de Marne,ÉPERNAY,R
5401,51210001,carrefour,48.873,3.54,51210,RUE DU FAUBOURG DE CONDE,MONTMIRAIL,R
5405,51230001,carrefour,48.759,3.986,51230,83 CHEMIN DES LOGES,FèRE-CHAMPENOISE,R
5409,51260005,carrefour,48.589,3.813,51260,38 rue de sezanne,Anglure,R
5429,51420001,carrefour,49.285,4.109,51420,Boulevard Charles de Gaulle,WITRY-LèS-REIMS,R
5430,51430002,carrefour,49.254036765205,3.9758514761331,51430,RN 31,TINQUEUX,R
5439,51500004,carrefour,49.1616626,4.08109998,51500,8 RUE DE PUISIEULX,Ludes,R
5444,51600003,carrefour,49.128,4.536,51600,10 AVENUE DU GENERAL LECLERC,SUIPPES,R
5445,51700001,carrefour,49.072,3.638,51700,rue du faubourg chavenay,DORMANS,R
5495,52400001,carrefour,47.9542,5.75166,52400,39 rue du Moulin,Bourbonne-les-Bains,R
5509,53000006,carrefour,48.0682848174,-0.761818336311,53000,61 Boulevard Félix Grat,LAVAL,R
5514,53002001,carrefour,48.079,-0.799,53000,46 avenue de lattre de tassigny,LAVAL,R
5516,53100001,carrefour,48.30817,-0.62956,53100, Rue de Bretagne,MAYENNE,R
5526,53160002,carrefour,48.259,-0.373,53160,zi de l'aubriere,Bais,R
5529,53200001,carrefour,47.824,-0.707,53200,PLACE DU CHAMP DE FOIRE,CHâTEAU-GONTIER,R
5535,53230003,carrefour,47.9446195,-0.9110776700000001,53230,ROUTE DE CRAON,Cossé-le-Vivien,R
5536,53240001,carrefour,48.174,-0.783,53240,1 RUE FREDERIC CHAPLET,Andouillé,R
5539,53300003,carrefour,48.3960695,-0.6246813,53300,4 RUE DES VALLEES,Ambrières-les-Vallées,R
5546,53410004,carrefour,48.114,-1.027,53410,3 place des Cyprès,Saint-Pierre-la-Cour,R
5547,53480002,carrefour,48.039,-0.475,53480,le perray,Vaiges,R
5550,53500004,carrefour,48.2923999416,-0.926654863355,53500,La Hainaud,ERNEE,R
5553,53600003,carrefour,48.153,-0.404,53600,"8, Avenue des Sports",ÉVRON,R
5557,53810001,carrefour,48.1,-0.782,53810,Impasse des Sablons,Changé,R
5559,53950001,carrefour,48.121,-0.723,53950,Route de St Jean,LOUVERNé,R
5560,53950002,carrefour,48.122,-0.724,53950,9 rue du lavoir ROUTE DE ST jEAN,Louverne,R
5569,54000013,carrefour,48.689392259323,6.1617566153138,54000,6 Avenue de Boufflers,Nancy,R
5603,54290001,carrefour,48.470178536700004,6.31258506253,54290,2 rue de Virecourt,BAYON,R
5616,54360003,carrefour,48.556,6.398,54360,25 Avenue Pierre Semard,Blainville-sur-l'Eau,R
5618,54380007,carrefour,48.8435195,6.069799300000001,54380,1 AV DU GENERAL DE GAULLE,Dieulouard,R
5627,54470002,carrefour,48.947,5.876,54470,ZA de la Louviére,THIAUCOURT,R
5628,54480001,carrefour,48.579,6.943,54480,1.RUE DU PARTERRE,CIREY-SUR-VEZOUZE,R
5638,54530002,carrefour,48.978,6.027,54530,Rue Jean Jaurès,Pagny-sur-Moselle,R
5639,54540002,carrefour,48.498,6.89,54540,6 ter avenue de la division leclerc,Badonviller,R
5658,54840004,carrefour,48.691,5.969,54840,Rue de la Croix Saint-Nicolas,Gondreville,R
5677,55160015,carrefour,49.1,5.624,55160,15 rue de VERDUN,FRESNES EN WOEVRE,R
5684,55270002,carrefour,49.228469477017995,5.04075420096,55270,Porte de Cheppy,Varennes-en-Argonne,R
5686,55300001,carrefour,48.89,5.551,55300,RUE DU DOCTEUR THIERRY,Saint-Mihiel,R
5693,55500001,carrefour,48.677,5.326,55500,Rue de la Ballastière,Ligny-en-Barrois,R
5700,56000003,carrefour,47.644,-2.743,56000,rue Jean Perrin,VANNES,R
5706,56006001,carrefour,47.66,-2.792,56000,101 AVENUE DE LA MARNE,VANNES,R
5708,56100007,carrefour,47.764,-3.396,56100,2 Rue du Colonel Jean Muller,LORIENT,R
5724,56130002,carrefour,47.53507,-2.28322,56130,routes de nantes,NIVILLAC,R
5727,56150001,carrefour,47.877,-3.02,56150,ZA de Kermestre,BAUD,R
5733,56190011,carrefour,47.56016876,-2.50584059,56190,ZAC DE TOULAN,Ambon,R
5740,56230005,carrefour,47.662,-2.459,56230,14 RUE JEAN GRIMAUD,QUESTEMBERT,R
5741,56240003,carrefour,47.913841,-3.3333813,56240,Creis Er Prat,PLOUAY,R
5747,56270001,carrefour,48.644,-2.837,22680,BD des islandais,ÉTABLES-SUR-MER,R
5748,56270003,carrefour,47.734,-3.43,56270,Rue de Saint-Bieuzy,Ploemeur,R
5759,56320002,carrefour,48.03187,-3.49344,56320, Rue de Quimper,LE FAOUëT,R
5771,56370005,carrefour,47.526,-2.646,56370,8 rue de la Mairie - le Bourg,Le Tour-du-Parc,R
5772,56380001,carrefour,47.94146,-2.13503,56380, Résidence de Coëtquidan,GUER,R
5774,56390001,carrefour,47.755,-2.843,56390,ROUTE DE VANNES,GRAND-CHAMP,R
5775,56400001,carrefour,47.67176,-2.96407,56400,C.C. DE KERFONTAINE,Pluneret,R
5791,56450007,carrefour,47.629,-2.655,56450,Rue de Rosmadec,THEIX-NOYALO,R
5795,56500002,carrefour,47.87553,-2.82825,56500,ZA DE KERJEAN,Locminé,R
5805,56550003,carrefour,47.71,-3.106,56550,ROUTE DE L'OCEAN,Locoal-Mendon,R
5814,56650001,carrefour,47.826,-3.252,56650,RUE EMILE ZOLA,INZINZAC-LOCHRIST,R
5828,56760003,carrefour,47.482,-2.471,56760,Rue Pont Cano,Pénestin,R
5836,56850004,carrefour,47.81518747966,-3.3429154336,56850,2 Avenue Simone Veil,Caudan,R
5839,56870001,carrefour,47.621,-2.916,56870,28 Rue des Frères Le Guénédal,BADEN,R
5841,56890001,carrefour,47.698,-2.804,56890,6 RUE DU VERGER,PLESCOP,R
5865,57100001,carrefour,49.379329939099996,6.1703370379,57100,1 route de Mondorf,MANOM,R
5866,57100002,carrefour,49.356,6.14,57100,Rue du Maillet,THIONVILLE,R
5887,57160002,carrefour,49.109,6.123,57160,66/68 voie de la Liberté,SCY-CHAZELLES,R
5892,57185004,carrefour,49.272709617654,6.1180759249146,57185,Rue Louis Aragon,Vitry-sur-Orne,R
5894,57190001,carrefour,49.31759,6.11436,57190,11 Rue Nationale,FLORANGE,R
5922,57365001,carrefour,49.22,6.213,57365,Rue Auguste Renoir,Ennery,R
5936,57420005,carrefour,49.012,6.204,57420,1 RUE DU FORT,VERNY,R
5979,57940001,carrefour,49.320210046711,6.2782854114496,57940,de l'Arc Mosellan,Metzervisse,R
6002,58180001,carrefour,46.999,3.107,58180,Route de Fourchambault,MARZY,R
6004,58200001,carrefour,47.4141251216,2.92602785587,58200,58 Rue du Maréchal Leclerc,COSNE-COURS-SUR-LOIRE,R
6005,58200002,carrefour,47.39,2.923,58200,RN7 COSNE SUD,COSNE-COURS-SUR-LOIRE,R
6020,58300001,carrefour,46.838,3.479,58300,Route de Champvert,DECIZE,R
6024,58310001,carrefour,47.52885,3.07024,58310,Route de Cosne,Saint-Amand-en-Puisaye,R
6025,58320001,carrefour,47.07736,3.09879,58320,ROUTE DE PARIS,Pougues-les-Eaux,R
6043,58700002,carrefour,47.175707127422996,3.3141800673959003,58700,LE BRIOU,PREMERY,R
6055,59110001,carrefour,50.655,3.06,59110,Rue du Pré Catelan,La Madeleine,R
6059,59111001,carrefour,50.2924914941,3.30109415523,59111,AVENUE KENNEDY,BOUCHAIN,R
6060,59112002,carrefour,50.528,2.945,59112,Rue du Lavoisier,ANNOEULLIN,R
6061,59113001,carrefour,50.541,3.021,59113,impasse roger bouvry,SECLIN,R
6068,59114003,carrefour,50.8,2.592,59114,144 Route d'Eecke,Steenvoorde,R
6078,59122001,carrefour,50.981690916400005,2.58515615645,59122,17 bis place du Général de Gaulle,HONDSCHOOTE,R
6080,59123001,carrefour,51.065,2.52,59123,49 RUE PIERRE DECOCK,BRAY-DUNES,R
6083,59128002,carrefour,50.4,3.043,59128,ANCIENNE RN 43,FLERS-EN-ESCREBIEUX,R
6085,59129003,carrefour,50.192,3.385,59129,79 Rue Sadi Carnot,Avesnes-les-Aubert,R
6089,59133002,carrefour,50.521,3.021,59133,47 rue Jean Baptiste Lebas,Phalempin,R
6090,59134001,carrefour,50.613,2.883,59134,20 rue du haut quesnoy,le maisnil,R
6095,59141002,carrefour,50.228,3.32,59141,Rue Clemenceau,Iwuy,R
6099,59148003,carrefour,50.428,3.18,59148,15 Rue des Résistants,Flines-lez-Raches,R
6102,59151002,carrefour,50.283,3.102,59151,663 RUE SALVADOR ALLENDEE,ARLEUX,R
6109,59160002,carrefour,50.649117243999996,2.97929612072,59160,130 RUE DU GRAND BUT,LOMME,R
6114,59163001,carrefour,50.452,3.591,59163,avenue de la liberté,CONDé-SUR-L'ESCAUT,R
6122,59179001,carrefour,50.36593,3.30017,59179,Place de Nos Fusillés,FENAIN,R
6123,59180001,carrefour,50.996,2.367,59180,1 Rue du Hoogheporte,CAPPELLE-LA-GRANDE,R
6125,59184002,carrefour,50.56437216,2.8992434000000005,59184,AVENUE DE LA SABLONNIERE,Sainghin-en-Weppes,R
6127,59190002,carrefour,50.739,2.549,59190,Parc d'Activités de la Creule,Hazebrouck,R
6132,59190009,carrefour,50.75828644510899,2.6023815969871,59190,70 Route d'Hazebrouck,Caëstre,R
6134,59193003,carrefour,50.6771597,2.8463816,59193,Rue d'Armentières,Erquinghem-Lys,R
6146,59211002,carrefour,50.594,2.964,59211,2 rue du coeur joyeux,SANTES,R
6147,59215001,carrefour,50.336,3.303,59215,RUE EMILE ZOLA,Abscon,R
6148,59216002,carrefour,50.167,4.041,24450,2 rue de la République,LA COQUILLE,R
6150,59221001,carrefour,50.517,2.894,59221,75 bis rue jean jaures,BAUVIN,R
6151,59222001,carrefour,50.151,3.623,59222,RUE DE LANDRECIES,BOUSIES,R
6154,59230001,carrefour,50.442,3.427,59230,Rue des Faïenciers Fauquez,SAINT-AMAND-LES-EAUX,R
6157,59233003,carrefour,50.312951961696996,3.4909836137695,59233,121 rue Henri BANTEGNIES,Maing,R
6159,59239002,carrefour,50.474475983977996,3.0512486498764,59239,4 Rue Pasteur,Thumeries,R
6161,59240002,carrefour,51.05,2.414,59240,Boulevard de l'Europe,DUNKERQUE,R
6165,59246003,carrefour,50.48,3.103,59246,rue saint jean,Mons-en-Pévèle,R
6172,59265001,carrefour,50.266250327214,3.1595537708461,59265,Route Nationale 43,Aubigny-au-Bac,R
6178,59279004,carrefour,50.982,2.584,59122,17 PLACE DU GENERAL DE GAULLE,HONDSCHOOTE,R
6182,59286001,carrefour,50.42,3.108,59286,140 Rue Jean Jaurès,Roost-Warendin,R
6184,59287002,carrefour,50.346472836108006,3.1482707370177,59287,bd ambroize croizat,Guesnain,R
6185,59290001,carrefour,50.6819496755,3.12810003573,59290,AVENUE DU GRAND COTTIGNIES,WASQUEHAL,R
6187,59300001,carrefour,50.33457,3.51712,59300,ZAC D'AULNOY,Aulnoy-lez-Valenciennes,R
6196,59310003,carrefour,50.459,3.289,59310,ANGLE RUE DU SAULZOIR ET RUE ALBERT RICQUIER,BEUVRY-LA-FORêT,R
6212,59400005,carrefour,50.163,3.248,59400,187 Rue Saint-Ladre,CAMBRAI,R
6218,59430001,carrefour,51.023309839673,2.3400536206785,59430,ZAC des Jardins,Dunkerque,R
6220,59440001,carrefour,50.11924,3.92756,59440,ROUTE DE LANDRECIES,AVESNELLES,R
6224,59450005,carrefour,50.368022611034995,3.120128517168,59450,RUE AMBROISE CROIZAT,Sin-le-Noble,R
6225,59460001,carrefour,50.28975,4.10231,59460,Avenue du Général de Gaulle,JEUMONT,R
6231,59490001,carrefour,50.358,3.278,59490,Rue Pierre Sémard,Somain,R
6237,59500005,carrefour,50.497,2.867,62410,87 Route de Meurchin,WINGLES,R
6249,59550001,carrefour,50.124,3.689,59550,Boulevard des Résistants,LANDRECIES,R
6254,59554003,carrefour,50.175,3.2,59554,8 TER ROUTE DE BAPAUME,RAILLENCOURT-SAINTE-OLLE,R
6261,59600008,carrefour,50.290129937631,3.9657281851196,59600,"Boulevard Lamartine, Quartier de l'Epinette",Maubeuge,R
6264,59610002,carrefour,50.024,4.028,59610,rue theophile legrand,FOURMIES,R
6268,59630002,carrefour,50.93921,2.19998,59630,CHEMIN DE LA VIEILLE COLME,BOURBOURG,R
6271,59650001,carrefour,50.62625,3.14909,59650,10 PLACE DE LA REPUBLIQUE,Villeneuve-d'Ascq,R
6279,59670001,carrefour,50.797722204962,2.4935618899882,59670,769 avenue Albert Mahieu,Cassel,R
6280,59680001,carrefour,50.2601,4.00607,59680,Avenue Georges Clémenceau,Ferrière-la-Grande,R
6281,59700003,carrefour,50.689,2.886,59280,26 Avenue Aristide Briand,ARMENTIèRES,R
6288,59721001,carrefour,50.327,3.394,59220,Rue de Villars,DENAIN,R
6289,59730001,carrefour,50.18551,3.49109,59730,56 Rue de la République,Solesmes,R
6291,59730005,carrefour,47.805036148463,-4.2805982128066,29730,1 rue du moulin,Guilvinec,R
6292,59750004,carrefour,50.29762,3.9173,59750,28 Rue Jean Jaurès,Feignies,R
6297,59770002,carrefour,50.341,3.566,59770,Avenue Henri Barbusse,MARLY,R
6299,59780001,carrefour,50.615,3.237,59780,31 AVENUE D OGIMONT,Baisieux,R
6302,59800001,carrefour,50.63085487,3.0959734934800003,59000,268 Rue Pierre Legrand,LILLE,R
6311,59890001,carrefour,50.71687,3.0016,59890, Route de Comines,QUESNOY-SUR-DEûLE,R
6312,59910001,carrefour,50.706,3.10134,59910,AVENUE DU GENERAL DE GAULLE,BONDUES,R
6313,59920001,carrefour,50.403,3.669,59920,53 Avenue Jean Jaurès,QUIéVRECHAIN,R
6315,59940001,carrefour,50.642,2.705,59940,ROUTE DE MERVILLE,ESTAIRES,R
6318,60000007,carrefour,49.431,2.071,60000,AVENUE NELSON MANDELA,Beauvais,R
6321,60000011,carrefour,49.41,2.109,60000,9 Avenue Montaigne,BEAUVAIS,R
6333,60120002,carrefour,49.63618,2.29025,60120,Rue d'Amiens,BRETEUIL,R
6341,60150001,carrefour,49.4687860836,2.8621155072399995,60150,ZAC CHAMP SAINTE CROIX,LONGUEIL-ANNEL,R
6357,60210002,carrefour,49.66,1.941,60210,RUE EUGENE ST FUSCIEN,GRANDVILLIERS,R
6365,60260001,carrefour,49.156,2.445,60260,79 Avenue de la Libération,LAMORLAYE,R
