,id,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
8297,76410001,carrefour,49.303,1.035,76410,Rue de la Résistance,Saint-Aubin-lès-Elbeuf,R
8298,76410002,carrefour,49.328,1.097,76410,ZAC DU CLOS AUX ANTES,TOURVILLE-LA-RIVIèRE,R
8301,76420004,carrefour,49.459,1.126,76420,Rue du Maréchal de Lattre de Tassigny,BIHOREL,R
8303,76430004,carrefour,49.525352993599995,0.365112606713,76430,Rue du MAILLON,SAINT-ROMAIN-DE-COLBOSC,R
8308,76440008,carrefour,49.611,1.547,76440,27 rue des docteurs Cisseville,Forges-les-Eaux,R
8309,76450001,carrefour,49.792,0.634,76450,Avenue Maximiliansau,Cany-Barville,R
8315,76490002,carrefour,49.52922,0.72064,76490,rue sainte gertrude,Caudebec-en-Caux,R
8317,76500005,carrefour,49.286,1.009,76500,7 rue du Neubourg,ELBEUF,R
8324,76540001,carrefour,49.745,0.513,76540,9 Rue Bellavoine,Valmont,R
8325,76540002,carrefour,49.74522522720599,0.51213110511015,76540,9 rue albert bellavoine,Valmont,R
8326,76550001,carrefour,49.87174,1.04855,76550,AVENUE DE LA HETRAIE,Offranville,R
8327,76560001,carrefour,49.721,0.782,76560,6 rue Jean Varin,DOUDEVILLE,R
8328,76570001,carrefour,49.564,0.952,76570,RUE DES ACACIAS,Pavilly,R
8333,76600001,carrefour,49.495,0.155,76600,"35, rue de la Vallée",LE HAVRE,R
8346,76620002,carrefour,49.506,0.101,76620,"8, rue Romain Rolland Sanvic",Le Havre,R
8348,76630001,carrefour,49.8971513,1.2598235,76630,72 RUE DES CANADIENS,ENVERMEU,R
8350,76640004,carrefour,49.651,0.591,76640,Place Gaston Sanson,FAUVILLE-EN-CAUX,R
8351,76680001,carrefour,49.67,1.284,76680,Avenue Emmanuel Brion,SAINT-SAëNS,R
8363,76720003,carrefour,49.718682699999995,1.0956237,76720,28 rue de Verdun,Auffay,R
8364,76730001,carrefour,49.79,0.998,76730,ROUTE D'ABLEMONT,BACQUEVILLE-EN-CAUX,R
8366,76750001,carrefour,49.598,1.342,76750,Route de la Gare,BUCHY,R
8377,76850001,carrefour,49.631,1.18,76850,RUE DES FORGES,BOSC-LE-HARD,R
8381,76940001,carrefour,49.4791071533,0.768094546353,76940,CHEMIN DU ROY,LA MAILLERAYE-SUR-SEINE,R
8383,76950002,carrefour,49.7895378062,1.21887113953,76950,HAMEAU DES HAUT CHAMPS,LES GRANDES VENTES,R
8385,77000003,carrefour,48.52528,2.69402349348,77000,RUE DES TROIS RODES,VAUX-LE-PéNIL,R
8390,77090001,carrefour,48.838446872,2.66161659318,77090,CENTRE COMMERCIAL BAY 2,COLLéGIEN,R
8394,77100015,carrefour,48.93756,2.8801,77100,Avenue de la Foulée,Nanteuil-lès-Meaux,R
8402,77120004,carrefour,48.81675,3.05222,77120,RN 34,Mouroux,R
8406,77124001,carrefour,48.97462,2.87015,77124,ZAC DES VIGNES,CRéGY-LèS-MEAUX,R
8408,77127001,carrefour,48.617,2.548,77127,C.COMMERCIAL CARRE SENART,Lieusaint,R
8411,77130006,carrefour,48.39853918239999,2.95158027595,77130,BOULEVARD DIDEROT,MONTEREAU-FAULT-YONNE,R
8415,77140003,carrefour,48.268,2.676,77140,Route de Larchant,SAINT-PIERRE-LèS-NEMOURS,R
8426,77150002,carrefour,48.853,2.584,77420,Avenue des Pyramides,CHAMPS-SUR-MARNE,R
8427,77150003,carrefour,48.744,2.612,77150,Centre commercial de la Fontaine,LéSIGNY,R
8434,77165002,carrefour,49.037,2.801,77165,Avenue du Maréchal Gallieni,SAINT-SOUPPLETS,R
8437,77170005,carrefour,48.69424,2.61673,77170,25 Rue Pasteur,Brie-Comte-Robert,R
8451,77195001,carrefour,48.501,2.579,77190,RN7 BP23,Dammarie-les-Lys,R
8454,77210002,carrefour,48.4149444259,2.71959190391,77210,36 Avenue du Président Franklin Roosevelt,AVON,R
8456,77220005,carrefour,48.74,2.777,77220,RUE DE LA LIBERATION,Tournan-en-Brie,R
8460,77230009,carrefour,49.041,2.686,77230,5 avenue des deux Moulins,Saint-Mard,R
8463,77250004,carrefour,48.369354347807004,2.8275599738244,77250,11 Rue de l'Orvanne,Moret-Loing-et-Orvanne,R
8490,77346001,carrefour,48.776,2.605,77340,RN 4 77346 Pontault-Combault,PONTAULT-COMBAULT,R
8493,77360001,carrefour,48.874,2.641,77360,Place du Général de Gaulle,VAIRES-SUR-MARNE,R
8494,77370001,carrefour,48.558094704,3.02534519556,77370,Avenue de Verdun,NANGIS,R
8498,77390003,carrefour,48.63502,2.799,77390,L OREE DE GUIGNES,GUIGNES,R
8508,77430001,carrefour,48.39575,2.79896,77430,2 RUE JEAN COCTEAU,CHAMPAGNE-SUR-SEINE,R
8510,77440002,carrefour,49.022,3.033,77440,"8, route des platanes",Lizy-sur-Ourcq,R
8516,77470001,carrefour,48.958,2.959,77470,86 Avenue de Verdun,TRILPORT,R
8518,77480002,carrefour,48.414,3.242,77480,82 AVENUE DE LA LIBERATION,BRAY-SUR-SEINE,R
8523,77508001,carrefour,48.878,2.609,77500,Avenue du Gendarme Castermant,CHELLES,R
8524,77508002,carrefour,48.944,2.681,77410,Route Nationale 3,CLAYE-SOUILLY,R
8525,77510001,carrefour,48.84615,3.23114,77510,ZAC PRE ANCEL,REBAIS,R
8529,77540002,carrefour,48.677,2.969,77540,56 rue de vilpré,Rozay-en-Brie,R
8532,77570001,carrefour,48.14461,2.6942,77570,Rue de Nisceville,CHâTEAU-LANDON,R
8535,77590001,carrefour,48.48338,2.69601,77590, Rue Gallieni,Chartrettes,R
8548,77700002,carrefour,48.89666,2.80162,77700, Rue d'Esbly,Coupvray,R
8550,77700004,carrefour,48.85,2.819,77700,17 Place de l'Europe,Bailly-Romainvilliers,R
8566,77950001,carrefour,48.5527528221,2.67091809609,77950, Rue du Perré,RUBELLES,R
8577,78120003,carrefour,48.625,1.83,78120,RN10 CENTRE COMMERCIAL DU BEL AIR,RAMBOUILLET,R
8613,78241001,carrefour,48.91,2.033,78240,RN 13,CHAMBOURCY,R
8621,78290001,carrefour,48.88112,2.13987,78290,22 Avenue du Général de Gaulle,Croissy-sur-Seine,R
8633,78360001,carrefour,48.93,2.145,78360,280 Avenue Gabriel Péri,MONTESSON,R
8634,78360002,carrefour,48.90666,2.11625,78360,40 Avenue Gabriel Péri,MONTESSON,R
8644,78410002,carrefour,48.96631638097001,1.8667049841285,78410,Route Renault,FLINS-SUR-SEINE,R
8648,78440001,carrefour,48.99,1.835,78440,Avenue de Paris,GARGENVILLE,R
8649,78450001,carrefour,48.819,2.004,78450,Avenue Nagelmackers.,VILLEPREUX,R
8650,78470001,carrefour,48.716,2.085,78470,PLACE DE BEAUPLAN,SAINT-RéMY-LèS-CHEVREUSE,R
8654,78500001,carrefour,48.948,2.198,78500,AVENUE ROBERT SHUMANN,SARTROUVILLE,R
8655,78520002,carrefour,48.995,1.729,78520,ROUTE NATIONALE 190,LIMAY,R
8658,78540001,carrefour,48.976,1.995,78540,Rue de la Grosse Pierre,VERNOUILLET,R
8662,78550007,carrefour,48.78637,1.61421,78550,Lieu-dit La Porte d'Épernon,Maulette,R
8686,78700002,carrefour,49.00644751,2.11854078,78700,10 Place de la Liberté et du 8 Mai 1945,Conflans-Sainte-Honorine,R
8704,78885001,carrefour,48.786,2.043,78180,PLACE JOEL LE THEULE,MONTIGNY-LE-BRETONNEUX,R
8710,78960001,carrefour,48.756,2.055,78960,RUE AUX FLEURS,Voisins-le-Bretonneux,R
8712,78970001,carrefour,48.96039,1.80785,78970,6 AVENUE DE LA GARE,MéZIèRES-SUR-SEINE,R
8717,79000001,carrefour,46.318,-0.466,79000,80 Avenue Saint-Jean d'Angély,NIORT,R
8718,79000002,carrefour,46.317,-0.481,79000,Boulevard de l'Atlantique,NIORT,R
8741,79150002,carrefour,46.985301108358996,-0.45314288360594995,79150,26 av camille jouffrault - Argenton les vallées,ARGENTONNAY,R
8747,79180005,carrefour,46.353,-0.386,79180,245 AVENUE DES TILLEULS,CHAURAY,R
8762,79240003,carrefour,46.63924480000001,-0.5922028,79240,2 rue de la taillee,L'Absie,R
8764,79260004,carrefour,46.35519,-0.31186,79260, Allée de la Communauté,LA CRèCHE,R
8765,79300001,carrefour,46.835,-0.482,79300,27 Boulevard de l'Europe,BRESSUIRE,R
8775,79390005,carrefour,46.719,-0.026,79390,30 PLACE DE L HOTEL DE VILLE,Thénezay,R
8776,79390007,carrefour,46.718961169523,-0.025695969169084,79390,30 place de l hôtel de ville,Thénezay,R
8791,79800012,carrefour,46.368732283435,-0.11752827458271001,79800,Route de Saint-Maixent,La Mothe-Saint-Héray,R
8804,80100001,carrefour,50.104,1.828,80100,RUE DES CORDELIERS,ABBEVILLE,R
8806,80100003,carrefour,50.2117728505,1.77888380782,80860,1 RUE DE LA MAIRIE,NOUVION,R
8814,80110002,carrefour,49.788,2.469,80110,Route de Thennes,MOREUIL,R
8815,80120001,carrefour,50.331,1.589,80120,rue des pommiers,QUEND,R
8816,80120003,carrefour,50.273461,1.66324377,80120,Rue du Moulin,RUE,R
8825,80150003,carrefour,50.251767199999996,1.8843509,80150,38 Route de Rue,Crécy-en-Ponthieu,R
8826,80160003,carrefour,49.73859,2.15396,80160, Rue Henri Dunant,Conty,R
8837,80210001,carrefour,50.06153703,1.5945566500000001,80210,43 RUE VICTOR HUGO,FEUQUIèRES-EN-VIMEU,R
8842,80230003,carrefour,50.172,1.649,80230,HAMEAU DE PINCHEFALISE,Boismont,R
8844,80240001,carrefour,49.948,3.108,80240,Rue du Nouveau Monde,ROISEL,R
8846,80260001,carrefour,50.0014,2.31608,80260,Rue du Château d'Eau,Villers-Bocage,R
8849,80270001,carrefour,49.974,1.941,80270,Route d'Abbeville,Airaines,R
8850,80290001,carrefour,49.776,1.978,80290,RUE DU CAPITAINE FAY,POIX-DE-PICARDIE,R
8856,80300004,carrefour,49.922,2.304,80080,CARREFOUR AMIENS Route de Doullens,AMIENS,R
8859,80320001,carrefour,49.81593,2.80259,80320,34 RUE ROGER SALENGRO,CHAULNES,R
8861,80340002,carrefour,49.938493468872004,2.7181883865082,80340,3 RUE DU CASTEL,Bray-sur-Somme,R
8867,80400001,carrefour,49.742,3.091,80400,Route de Chauny,HAM,R
8869,80410004,carrefour,50.18162531,1.4939855499999999,80410,184 RUE DU MARECHAL FOCH,Cayeux-sur-Mer,R
8872,80430002,carrefour,49.842,1.778,80430,26 AVENUE DE LA LIBERATION,BEAUCAMPS-LE-VIEUX,R
8876,80460003,carrefour,50.09824,1.4559,80460,Avenue du Général Leclerc,AULT,R
8885,80510004,carrefour,50.029,1.943,80510,RUE DU 8 MAI,Longpré-les-Corps-Saints,R
8886,80550001,carrefour,50.217,1.625,80550,rue du 8 mai,LE CROTOY,R
8888,80570001,carrefour,50.04475,1.52562,80570,Rue Joliot Curie,Dargnies,R
8912,81000010,carrefour,43.931,2.183,81000,3 rue des trois buissons,Albi,R
8926,81160001,carrefour,43.9503922196,2.20999332738,81160,"6, avenue Alphonse Pacifique",Saint-Juéry,R
8936,81230002,carrefour,43.709,2.698,81230,Rue Henri Antoine,LACAUNE,R
8938,81250004,carrefour,43.88905345,2.4615588500000003,81250,lieu dit ginestous,Alban,R
8950,81370001,carrefour,43.77,1.673,81370,254 Avenue des Terres Noires,SAINT-SULPICE-LA-POINTE,R
8971,81700005,carrefour,43.56594,2.00695,81700,Lieu-dit Saint-Martin,Puylaurens,R
8979,81990003,carrefour,43.89247502999999,2.16522366,81990,1 rue d'al causse,PUYGOUZON,R
8997,82130003,carrefour,44.125427426197,1.2295896220207,82130,"383, rue du rival bas",Lafrançaise,R
8998,82140003,carrefour,44.15,1.749,82140,115 CHEMIN DE FONTALES,Saint-Antonin-Noble-Val,R
9002,82170001,carrefour,43.8241,1.28994,82170,126 Route d'Aucamville,Grisolles,R
9008,82210003,carrefour,44.06415,1.02228,82210,route de castelmayran,Saint-Nicolas-de-la-Grave,R
9020,82300006,carrefour,44.163236644503,1.5525246704278999,82300,2 CHEMIN DES ROUGES,Monteils,R
9032,82410003,carrefour,44.049,1.463,82410,8 RUE DU MARCHE,Saint-Étienne-de-Tulmont,R
9044,82700004,carrefour,43.914,1.224,82700,59 BIS RD 813,Finhan,R
9056,83120001,carrefour,43.32,6.628,83120,164 Route du Plan-de-la-Tour,SAINTE-MAXIME,R
9057,83120002,carrefour,43.31,6.635,83120,Place Jean Mermoz,SAINTE-MAXIME,R
9069,83140001,carrefour,43.103,5.821,83140,Avenue de la Mer,SIX-FOURS-LES-PLAGES,R
9076,83150001,carrefour,43.153966638366,5.7443576756247,83150,1103 Avenue Dei Reganeu,Bandol,R
9079,83160001,carrefour,43.14,6.014,83160,ROUTE DE L'UNIVERSITE,La Valette-du-Var,R
9093,83190001,carrefour,43.125,5.876,83190,55 Chemin de la Bouyère,OLLIOULES,R
9110,83240001,carrefour,43.17,6.526,83240,Avenue des Alliés,CAVALAIRE-SUR-MER,R
9116,83260001,carrefour,43.154,6.07,83260,ZI Le Patrimoine,LA CRAU,R
9124,83300003,carrefour,43.532,6.456,83300,ZI SAINT HERMENTAIRE,DRAGUIGNAN,R
9171,83480001,carrefour,43.44299,6.70539,83480,Quartier des salles,Puget-sur-Argens,R
9198,83560005,carrefour,43.6065950014,5.7519505519,83560,CHEMIN DE L'HUMEDE,RIANS,R
9200,83560007,carrefour,43.729,5.8,83560,Chemin du Plan,VINON-SUR-VERDON,R
9220,83600023,carrefour,43.53923099000001,6.709598199999999,83600,985 ROUTE DE SAINT PAUL,Bagnols-en-Forêt,R
9243,83720001,carrefour,43.508477194755,6.4792427374907,83720,RN 555,TRANS-EN-PROVENCE,R
9247,83790001,carrefour,43.302,6.236,83790,Lieu dit le Fege- RN97,Pignans,R
9252,83910001,carrefour,43.497,5.732,83910,561 route de Trets,Pourrières,R
9253,83980001,carrefour,43.136,6.359,83980,Avenue du Maréchal Juin,LE LAVANDOU,R
9267,84097001,carrefour,43.928,4.789,84000,390 Rue Jean-Marie Tjibaou,AVIGNON,R
9274,84107001,carrefour,44.12,4.84,84100,Route de Jonquieres,ORANGE,R
9281,84120006,carrefour,43.681,5.501,84120,"Route d'Aix en Provence, Quartier Saint Martin",Pertuis,R
9314,84270002,carrefour,43.97813675,4.908116067437899,84270,AVENUE PIERRE DE COUBERTIN,Vedène,R
9324,84320001,carrefour,44.00506,4.9321,84320,515 Route de Carpentras,ENTRAIGUES-SUR-LA-SORGUE,R
9327,84330005,carrefour,44.1,5.102,84330,169 ROUTE DE CARPENTRAS,CAROMB,R
9337,84430004,carrefour,44.2352426,4.7112304307052,84430,RN 7 Gourd du Bidon,Mondragon,R
9338,84430005,carrefour,44.235,4.711,84430,RN7 Gour Du Bidon,Mondragon,R
9346,84550003,carrefour,44.197,4.737,84550,Route d'orange,Mornas,R
9359,84700007,carrefour,44.00503690000001,4.8747561,84700,place Wettenberg,Sorgues,R
9364,84810002,carrefour,44.0920453,5.0296613,84810,avenue Majoral Jouve,aubignan,R
9370,85000002,carrefour,46.664980630470005,-1.4522730197907001,85000,5 rue des Platanes,LA ROCHE-SUR-YON,R
9378,85100001,carrefour,46.502,-1.785,85100,Rue la Petite Garlière,LES SABLES-D'OLONNE,R
9403,85170008,carrefour,46.844,-1.494,85170,Rond Point de la Vendée,LES LUCS SUR BOULOGNE,R
9431,85290010,carrefour,46.959964047731006,-0.88986549999999,85290,1 RUE DES MARTYRS,Saint-Laurent-sur-Sèvre,R
9470,85540003,carrefour,46.51,-1.345,85540,rue des Tourterelles,Le Champ-Saint-Père,R
9537,86220001,carrefour,46.93511,0.60576,86220,RN10,DANGE-SAINT-ROMAIN,R
9553,86380002,carrefour,46.7305146,0.3067372,86380,15 RUE MARIE CURIE,Vendeuvre-du-Poitou,R
9563,86550001,carrefour,46.54,0.403,86550,ZAE DE BEAUBATON,MIGNALOUX-BEAUVOIR,R
9565,86580002,carrefour,46.5710972,0.2720873,86580,13 place de la croix cadet,Vouneuil-sous-Biard,R
9567,86700001,carrefour,46.29901,0.18097,86700,Grande Rue,COUHé,R
9571,86800004,carrefour,46.55889,0.49816,86800,60 Route de Poitiers,Saint-Julien-l'Ars,R
9573,87000002,carrefour,45.82,1.224,87000,Avenue du Roussillon,LIMOGES,R
9608,87220002,carrefour,45.78,1.306,87220,ROUTE DE TOULOUSE,BOISSEUIL,R
9625,87300001,carrefour,46.12967,1.05399,87300,ROUTE DU DORAT,BELLAC,R
9635,87400003,carrefour,45.83253,1.49798,87400, Avenue Jean Moulin,SAINT-LéONARD-DE-NOBLAT,R
9651,87570002,carrefour,45.89885,1.31178,87570,87 rue jean monet,RILHAC RANCON,R
9659,87800003,carrefour,45.70744595865,1.2413970550631,87800,"""LE VIEUX ST MAURICE""",ST MAURICE LES BROUSSES,R
9660,87800004,carrefour,45.707487767898996,1.2405318507886,87800,"""Le Vieux Saint Maurice""",SAINT MAURICE LES BROUSSES,R
9667,88025001,carrefour,48.2,6.48,88000,33 ROUTE DU SAUT LE CERF,EPINAL - JEUXEY,R
9702,88230002,carrefour,48.183,7.004,88230,14 Rue du Général Ingold,Fraize,R
9717,88320001,carrefour,48.074490839999996,5.78766316,88320,ZA du CHERI BUISSON,LAMARCHE,R
9727,88410001,carrefour,48.032,5.978,88410,rue de La Croix de mission,Monthureux-sur-Saône,R
9730,88500001,carrefour,48.303,6.119,88500,23 Rue du pré Paradis,MIRECOURT,R
9736,88560003,carrefour,47.856077400000004,6.8204837,88560,1 Rue de Lorraine,Saint Maurice sur Moselle,R
9748,88800002,carrefour,48.198083614299996,5.9403257296000005,88800,rue du lieutenant gauffre,VITTEL,R
9757,89000011,carrefour,47.797,3.547,89000,97-99 Avenue de Saint-Georges,Auxerre,R
9760,89100001,carrefour,48.183,3.309,89100,84 ROUTE DE MAILLOT,SENS,R
9761,89100002,carrefour,48.197,3.266,89100,8 Route de Voulx,SENS,R
9779,89144002,carrefour,47.895,3.758,89144,13 Avenue de Chablis,Ligny-le-Châtel,R
9784,89190006,carrefour,48.2371834,3.5524172999999997,89190,Avenue de la gare,Villeneuve-l'Archevêque,R
9875,91150005,carrefour,48.429,2.16,91150,AV DE BONNEVAUX,Étampes,R
9883,91160010,carrefour,48.694,2.282,91160,1 rue du pont neuf,Saulx-les-Chartreux,R
9890,91190001,carrefour,48.694,2.121,91190,CHEVRY BELLEVILLE,GIF-SUR-YVETTE,R
9894,91200001,carrefour,48.712,2.371,91200,180 ROUTE NATIONALE 7,ATHIS-MONS,R
9927,91360003,carrefour,48.66764153721,2.334365708351,91360,ROUTE de Corbeil,ÉPINAY-SUR-ORGE,R
9931,91380007,carrefour,48.699,2.321,91380,118 Rue de la Passerelle,CHILLY-MAZARIN,R
9946,91420004,carrefour,48.697,2.333,91420,avenue blaise pascal,MORANGIS,R
9948,91450001,carrefour,48.639,2.458,91450,Rond Point des Coudray,ÉTIOLLES,R
9956,91490004,carrefour,48.399,2.437,91490,ZA LE CHENET,Milly-la-Forêt,R
9966,91590001,carrefour,48.485,2.345,91590,26 rue Eugène Millet,LA FERTé-ALAIS,R
9969,91610001,carrefour,48.531,2.388,91610,Z.A.C. de l'Aunaye,Ballancourt-sur-Essonne,R
9970,91620001,carrefour,48.67,2.277,91620,5 RUE DE LA CROIX SAINT JACQUES,LA VILLE-DU-BOIS,R
9971,91630001,carrefour,48.56445,2.29216,91630,Rue de la gare,MAROLLES-EN-HUREPOIX,R
9977,91650001,carrefour,48.569,2.163,91650,LE BUISSON RONDEAU,Breuillet,R
9980,91700003,carrefour,48.639,2.334,91700,139 Route de Corbeil,SAINTE-GENEVIèVE-DES-BOIS,R
9989,91814001,carrefour,48.584,2.444,91100,ROUTE DE VILLOISON,VILLABE,R
9993,91942001,carrefour,48.676,2.171,91940,Centre Commercial Ulis 2,LES ULIS,R
10032,92230003,carrefour,48.926,2.292,92230,21 Rue Louis Calmel,GENNEVILLIERS,R
10108,93190002,carrefour,48.9055105953,2.52200168155,93190,70 Boulevard Marx Dormoy,LIVRY-GARGAN,R
10115,93240001,carrefour,48.949,2.385,93240,80 BOULEVARD MAXIME GORKI,STAINS,R
10122,93270001,carrefour,48.951,2.528,93270,ROUTE DES PETITS PONTS,Sevran,R
10125,93290003,carrefour,48.9467460327,2.57048818541,93290,AV GILBERT BERGER,TREMBLAY-EN-FRANCE,R
10158,93606001,carrefour,48.955,2.476,93600,ZONE DE PARINOR SECTEUR N°2,AULNAY-SOUS-BOIS,R
10159,93700003,carrefour,48.918,2.418,93700,"80, rue Saint Stenay",DRANCY,R
10173,94012001,carrefour,48.781867204601,2.4578945751426,94000,119 Avenue du Général de Gaulle,Créteil,R
10174,94100005,carrefour,48.796237162845,2.4929910965866,94100,"57, Rue Delerue",SAINT-MAUR-DES-FOSSéS,R
10197,94204001,carrefour,48.819,2.396,94200,10 Rue Westermeyer,IVRY-SUR-SEINE,R
10223,94430003,carrefour,48.793,2.554,94490,85 Route de Provins Cc Pincevent,Ormesson-sur-Marne,R
10227,94460001,carrefour,48.74926,2.45465,94460,44 rue Sablonnière,Valenton,R
10276,95150002,carrefour,49.016,2.207,95150,180 Rue d'Herblay,TAVERNY,R
10281,95180001,carrefour,49.02938,1.99173,95180,1 Côte des Auges,MENUCOURT,R
10282,95190003,carrefour,49.022,2.456,95190,1 rue Jacques Anquetil,GOUSSAINVILLE,R
10294,95270001,carrefour,49.118658474551005,2.4268962159043,95270,LE CLOS PONTCEL D 316,LUZARCHES,R
10295,95270002,carrefour,49.137,2.373,95270,ROUTE DE ROYAUMONT,VIARMES,R
10298,95280001,carrefour,49.0,2.016,95280,Les versants de l'Hautil,Jouy-le-Moutier,R
10299,95290001,carrefour,49.124,2.248,95290,BOULEVARD TILSIT,L'ISLE-ADAM,R
10311,95350002,carrefour,49.00763,2.35163,95350,20 avenue robert schumann,SAINT-BRICE-SOUS-FORêT,R
10314,95370001,carrefour,48.993,2.198,95370,66 Boulevard Victor Bordier,MONTIGNY-LèS-CORMEILLES,R
10324,95420002,carrefour,49.157,1.784,95420,route de rouen,MAGNY-EN-VEXIN,R
10359,95640001,carrefour,49.147,1.975,95640,BOULEVARD GAMBETTA,MARINES,R
10364,95800001,carrefour,49.05575,2.0188,95650,RUE NEUVE,PUISEUX-PONTOISE,R
